TUCASEID,TEAGE_EC,TEELDUR,TEELWHO,TEELYRS,TRELHH,TUECLNO,TULINENO,TXAGE_EC,TXELDUR,TXELWHO,TXELYRS
20230808230992,85,3,56,-1,0,3,-1,0,0,0,-1
20230808230992,85,2,56,-1,0,4,-1,60,0,0,-1
20230808231279,61,4,20,2,1,2,2,0,0,0,0
20230808231401,65,2,43,-1,0,4,-1,0,0,0,-1
20230808231713,85,4,33,9,0,3,-1,60,0,0,0
20230808231747,67,1,43,-1,0,3,-1,0,0,0,-1
20230808232012,85,4,48,20,0,5,-1,0,0,0,0
20230808232256,85,2,56,-1,0,3,-1,60,0,0,-1
20230808232256,85,1,56,-1,0,4,-1,60,0,0,-1
20230808232256,85,1,56,-1,0,5,-1,60,0,0,-1
20230808232291,85,4,20,5,1,2,2,0,0,0,0
20230907230647,80,4,33,15,0,7,-1,60,0,43,0
20230907230647,78,4,34,7,0,8,-1,0,0,43,0
20230907230987,64,4,39,7,0,5,-1,42,0,0,0
20230907231033,80,4,47,4,0,5,-1,60,0,0,0
20230907231033,85,4,48,4,0,6,-1,0,0,0,0
20230907231246,69,4,20,1,1,2,2,0,0,0,0
20230907231336,85,4,33,2,0,3,-1,60,0,0,0
20230907231441,29,4,22,29,1,2,2,0,0,0,0
20230907231608,58,4,28,3,1,2,2,0,0,0,0
20230907231712,80,4,43,1,0,2,-1,60,0,0,0
20230907231892,78,2,26,-1,1,2,2,0,0,0,-1
20230907232118,64,4,39,2,0,4,-1,0,0,0,0
20230907232118,65,4,40,2,0,5,-1,0,0,0,0
20230907232192,74,4,44,2,0,2,-1,0,0,0,0
20230907232269,80,4,34,3,0,3,-1,0,0,0,0
20230908230044,85,4,20,2,1,2,2,60,0,0,0
20230908230085,85,2,34,-1,0,3,-1,60,0,0,-1
20230908230520,80,4,24,8,1,2,2,0,0,0,0
20230908230550,69,2,20,-1,1,2,2,0,0,0,-1
20230908230680,57,4,39,2,0,8,-1,0,0,0,0
20230908230702,61,3,56,-1,0,5,-1,43,43,0,-1
20230908230716,85,4,33,1,0,3,-1,60,0,0,0
20230908230740,85,4,49,4,0,2,-1,60,0,0,0
20230908230760,66,4,33,2,0,5,-1,0,0,0,0
20230908230760,68,4,34,2,0,6,-1,0,0,0,0
20230908230760,63,3,39,-1,0,7,-1,0,0,0,-1
20230908230760,66,4,40,2,0,8,-1,0,0,0,0
20230908230772,51,4,20,2,1,2,2,0,0,0,0
20230908230773,85,3,34,-1,0,3,-1,60,0,0,-1
20230908230773,80,3,33,-1,0,4,-1,60,0,0,-1
20230908230783,73,4,26,5,1,4,4,0,0,0,0
20230908230806,78,1,40,-1,0,6,-1,0,0,0,-1
20230908230806,80,1,39,-1,0,7,-1,60,0,0,-1
20230908230813,80,4,43,3,0,2,-1,60,0,0,0
20230908230871,85,4,47,4,0,4,-1,60,0,0,0
20230908230871,80,4,47,4,0,5,-1,60,0,0,0
20230908230882,85,4,56,2,0,2,-1,60,0,0,0
20230908230882,85,4,56,2,0,3,-1,60,0,0,0
20230908230882,85,4,56,2,0,4,-1,60,0,0,0
20230908230882,85,4,56,2,0,5,-1,60,0,0,0
20230908230933,85,4,35,6,0,2,-1,60,0,0,0
20230908230937,75,4,33,1,0,3,-1,0,0,0,0
20230908230937,80,4,34,1,0,4,-1,60,0,0,0
20230908230937,75,1,39,-1,0,5,-1,0,0,0,-1
20230908230937,51,1,20,-1,1,2,2,0,0,0,-1
20230908230976,75,4,34,2,0,6,-1,0,0,0,0
20230908230998,85,4,33,2,0,3,-1,60,0,0,0
20230908231012,85,4,33,2,0,2,-1,60,0,0,0
20230908231064,37,4,56,2,0,2,-1,0,0,0,0
20230908231101,52,4,39,8,0,5,-1,0,0,0,0
20230908231111,80,1,39,-1,0,4,-1,0,0,0,-1
20230908231158,80,4,33,2,0,6,-1,60,0,0,0
20230908231237,59,4,33,3,0,2,-1,0,0,0,0
20230908231300,85,4,40,4,0,3,-1,60,0,0,0
20230908231300,85,3,44,-1,0,4,-1,61,0,0,-1
20230908231322,85,1,48,-1,0,3,-1,60,0,0,-1
20230908231322,69,4,33,2,0,4,-1,0,0,0,0
20230908231325,74,2,43,-1,0,2,-1,0,0,0,-1
20230908231328,62,3,49,-1,0,2,-1,0,0,0,-1
20230908231356,75,2,20,-1,1,2,2,0,0,0,-1
20230908231365,73,2,35,-1,0,2,-1,0,0,0,-1
20230908231436,80,4,33,2,0,2,-1,60,0,0,42
20230908231436,54,1,49,-1,0,3,-1,0,0,0,-1
20230908231437,80,1,44,-1,0,2,-1,60,0,0,-1
20230908231441,72,1,43,-1,0,3,-1,0,0,0,-1
20230908231441,80,4,43,3,0,4,-1,60,0,0,0
20230908231557,64,3,43,-1,0,3,-1,0,0,0,-1
20230908231563,79,3,33,-1,0,3,-1,0,0,0,-1
20230908231563,80,4,34,3,0,4,-1,60,0,0,0
20230908231566,65,4,43,3,0,3,-1,0,0,0,0
20230908231566,55,4,43,3,0,4,-1,0,0,0,0
20230908231580,85,4,33,8,0,4,-1,60,0,0,0
20230908231617,85,4,33,7,0,2,-1,60,0,0,0
20230908231717,75,4,44,2,0,2,-1,0,0,0,0
20230908231721,80,4,39,1,0,3,-1,0,0,0,0
20230908231721,60,1,43,-1,0,4,-1,0,0,0,-1
20230908231726,85,4,33,2,0,3,-1,60,0,0,0
20230908231741,85,4,33,3,0,2,-1,60,0,0,0
20230908231779,85,4,56,4,0,3,-1,0,0,0,0
20230908231779,85,4,56,4,0,4,-1,60,0,0,0
20230908231798,85,1,33,-1,0,3,-1,60,0,0,-1
20230908231838,50,2,41,-1,0,2,-1,0,0,0,-1
20230908231853,75,1,37,-1,0,3,-1,0,0,0,-1
20230908231853,73,3,56,-1,0,4,-1,0,0,0,-1
20230908231863,80,4,33,3,0,3,-1,60,0,0,0
20230908231863,80,4,34,3,0,4,-1,60,0,0,0
20230908231877,79,4,33,3,0,2,-1,0,0,0,0
20230908231884,65,3,35,-1,0,7,-1,0,0,0,-1
20230908231943,85,4,33,2,0,3,-1,0,0,0,0
20230908231943,59,4,25,2,1,2,2,0,0,0,0
20230908232003,73,4,39,2,0,6,-1,0,0,0,0
20230908232006,85,3,33,-1,0,3,-1,0,0,0,-1
20230908232011,85,4,33,2,0,3,-1,60,0,0,0
20230908232011,85,4,34,2,0,4,-1,60,0,0,0
20230908232046,77,4,39,7,0,7,-1,0,0,0,0
20230908232046,80,4,40,7,0,8,-1,60,0,0,0
20230908232066,85,3,24,-1,1,2,2,60,0,0,-1
20230908232083,70,4,43,2,0,3,-1,0,0,0,0
20230908232089,73,3,43,-1,0,3,-1,0,0,0,-1
20230908232113,60,3,43,-1,0,3,-1,0,0,0,-1
20230908232167,74,3,20,-1,1,2,2,0,0,0,-1
20230908232168,85,4,33,3,0,3,-1,60,0,0,0
20230908232168,80,4,56,3,0,4,-1,60,0,0,0
20230908232169,70,4,38,20,0,3,-1,0,0,0,0
20230908232206,80,3,34,-1,0,2,-1,0,0,0,-1
20230908232206,78,3,33,-1,0,3,-1,0,0,0,-1
20230908232233,61,4,24,2,1,2,2,0,0,0,0
20230908232237,80,3,20,-1,1,2,2,0,0,0,-1
20230908232248,75,2,43,-1,0,2,-1,0,0,0,-1
20230908232249,79,1,49,-1,0,6,-1,0,0,0,-1
20230908232266,85,1,41,-1,0,3,-1,60,0,0,-1
20230908232266,85,4,39,2,0,4,-1,60,0,0,0
20230908232293,61,1,43,-1,0,2,-1,0,0,0,-1
20230908232300,55,4,20,3,1,2,2,0,0,0,0
20230908232304,80,4,43,2,0,2,-1,60,0,0,0
20230908232304,74,1,37,-1,0,3,-1,0,0,0,-1
20230908232336,80,3,40,-1,0,4,-1,0,0,0,-1
20230908232336,77,4,33,3,0,5,-1,0,0,0,0
20230908232390,60,3,20,-1,1,2,2,0,0,0,-1
20230909230148,80,4,47,13,0,5,-1,60,0,0,0
20230909230605,85,1,33,-1,0,3,-1,60,0,0,-1
20230909230892,85,4,33,5,0,3,-1,60,0,0,0
20230909230892,62,4,38,5,0,4,-1,0,0,0,0
20230909230943,80,4,40,3,0,3,-1,60,0,0,0
20230909231038,85,3,44,-1,0,3,-1,60,0,0,-1
20230909231056,85,3,41,-1,0,2,-1,60,0,0,-1
20230909231056,85,4,42,4,0,3,-1,60,0,0,0
20230909231131,71,4,24,8,1,2,2,0,0,0,0
20230909231281,70,4,20,2,1,2,2,0,0,0,0
20230909231631,77,4,47,3,0,3,-1,0,0,0,0
20230909231631,80,4,48,2,0,4,-1,60,0,0,0
20230909231740,80,4,47,15,0,3,-1,60,0,0,0
20230909231917,80,4,43,3,0,3,-1,60,0,0,0
20230909231924,80,4,37,3,0,2,-1,60,0,0,0
20231007230628,37,4,49,20,0,3,-1,0,0,0,0
20231008230556,85,4,33,4,0,3,-1,60,0,0,0
20231008230725,80,3,33,-1,0,4,-1,60,0,0,-1
20231008230725,85,4,39,2,0,5,-1,0,0,0,0
20231008230755,85,2,20,-1,1,2,2,0,0,0,-1
20231008230793,80,2,34,-1,0,6,-1,60,0,0,-1
20231008230793,80,3,24,-1,1,3,3,0,0,0,-1
20231008230859,76,4,49,5,0,5,-1,0,0,0,0
20231008230878,85,4,43,5,0,4,-1,60,0,0,0
20231008230878,85,4,43,1,0,5,-1,60,0,0,0
20231008230878,85,4,43,2,0,6,-1,0,0,0,0
20231008230878,77,3,43,-1,0,7,-1,0,0,0,-1
20231008231144,78,4,33,2,0,4,-1,0,0,0,0
20231008231216,76,3,24,-1,1,5,5,0,0,0,-1
20231008231251,63,4,41,5,0,6,-1,0,0,0,0
20231008231375,78,4,24,5,1,2,2,0,0,0,0
20231008231434,80,2,24,-1,1,2,2,60,0,0,-1
20231008231497,80,4,43,2,0,5,-1,60,0,0,0
20231008231517,85,4,33,2,0,3,-1,0,0,0,0
20231008231517,85,4,34,2,0,4,-1,60,0,0,0
20231008231553,65,4,20,15,1,2,2,0,0,0,0
20231008231644,85,4,33,2,0,3,-1,60,0,0,0
20231008231728,73,2,33,-1,0,3,-1,0,0,0,-1
20231008231728,75,2,34,-1,0,4,-1,0,0,0,-1
20231008231823,80,1,20,-1,1,2,2,0,0,0,-1
20231008232020,80,2,34,-1,0,2,-1,60,0,0,-1
20231008232020,85,4,44,4,0,3,-1,60,0,0,0
20231008232045,72,2,43,-1,0,3,-1,0,0,0,-1
20231008232045,75,4,43,5,0,4,-1,0,0,0,0
20231008232045,71,1,43,-1,0,5,-1,0,0,0,-1
20231008232155,61,4,20,15,1,3,3,0,0,0,0
20231008232340,73,1,34,-1,0,5,-1,0,0,0,-1
20231008232375,71,4,40,4,0,5,-1,0,0,0,0
20231008232387,85,4,47,4,0,3,-1,60,0,0,0
20231009230087,85,2,42,-1,0,3,-1,60,0,0,-1
20231009230087,80,4,43,4,0,4,-1,60,0,0,0
20231009230087,85,1,41,-1,0,5,-1,60,0,0,-1
20231009230242,55,4,47,4,0,5,-1,43,0,0,0
20231009230500,70,3,56,-1,0,5,-1,0,0,0,-1
20231009230500,70,4,24,5,1,3,3,0,0,0,0
20231009230540,85,1,34,-1,0,2,-1,60,0,0,-1
20231009230580,60,4,33,2,0,4,-1,0,0,0,0
20231009230626,85,4,26,10,1,2,2,0,0,0,0
20231009230663,77,4,44,5,0,3,-1,0,0,0,0
20231009230683,68,4,38,18,0,4,-1,0,0,0,0
20231009230696,74,4,24,3,1,3,3,0,0,0,0
20231009230714,65,1,43,-1,0,2,-1,0,0,0,-1
20231009230746,80,4,24,5,1,2,2,0,0,0,0
20231009230755,80,4,33,3,0,2,-1,60,0,0,0
20231009230773,71,1,37,-1,0,3,-1,0,0,0,-1
20231009230776,80,4,44,2,0,2,-1,0,0,0,0
20231009230776,67,4,44,2,0,3,-1,0,0,0,0
20231009230785,66,4,39,10,0,5,-1,0,0,0,0
20231009230797,70,4,43,4,0,2,-1,0,0,0,0
20231009230820,85,3,56,-1,0,6,-1,60,0,0,-1
20231009230843,85,4,33,9,0,2,-1,60,0,0,0
20231009230855,85,4,39,5,0,3,-1,60,0,0,0
20231009230856,80,4,44,2,0,3,-1,0,0,0,0
20231009230856,80,4,44,2,0,4,-1,0,0,0,0
20231009230862,75,3,44,-1,0,3,-1,0,0,0,-1
20231009230929,80,1,56,-1,0,3,-1,0,0,0,-1
20231009230929,85,2,56,-1,0,4,-1,60,0,0,-1
20231009230929,85,1,56,-1,0,5,-1,0,0,0,-1
20231009230929,73,2,56,-1,0,6,-1,0,0,0,-1
20231009230929,85,1,56,-1,0,7,-1,60,0,0,-1
20231009230939,85,4,33,10,0,3,-1,60,0,0,0
20231009230954,75,4,20,2,1,2,2,0,0,0,0
20231009230969,76,1,38,-1,0,3,-1,0,0,0,-1
20231009230975,40,1,49,-1,0,2,-1,0,0,0,-1
20231009230994,75,3,56,-1,0,3,-1,0,0,0,-1
20231009230994,78,2,56,-1,0,4,-1,0,0,0,-1
20231009231013,72,4,35,3,0,2,-1,0,0,0,0
20231009231013,25,4,49,25,0,3,-1,0,0,0,0
20231009231013,80,4,33,10,0,4,-1,60,0,0,0
20231009231016,80,1,43,-1,0,3,-1,0,0,0,-1
20231009231016,65,4,49,2,0,4,-1,0,0,0,0
20231009231037,79,4,47,5,0,4,-1,0,0,0,0
20231009231037,58,4,33,2,0,5,-1,0,0,0,0
20231009231072,80,4,33,2,0,3,-1,60,0,0,0
20231009231108,69,4,33,4,0,3,-1,0,0,0,0
20231009231108,73,4,34,4,0,4,-1,0,0,0,0
20231009231155,79,4,33,10,0,3,-1,0,0,0,0
20231009231155,72,4,43,10,0,4,-1,0,0,0,0
20231009231155,75,4,43,10,0,5,-1,0,0,0,0
20231009231160,85,4,33,2,0,4,-1,60,0,0,0
20231009231278,85,4,33,33,0,2,-1,60,0,0,0
20231009231374,67,4,47,10,0,5,-1,0,0,0,0
20231009231374,72,4,48,10,0,6,-1,0,0,0,0
20231009231386,85,4,39,5,0,3,-1,60,0,0,0
20231009231388,68,4,38,4,0,3,-1,0,0,0,0
20231009231388,73,1,38,-1,0,4,-1,0,0,0,-1
20231009231388,75,4,44,4,0,5,-1,0,0,0,0
20231009231388,67,4,56,4,0,6,-1,0,0,0,0
20231009231388,68,4,44,4,0,7,-1,0,0,0,0
20231009231419,52,4,20,18,1,2,2,0,0,0,0
20231009231419,85,4,26,3,1,3,3,0,0,0,0
20231009231419,68,4,25,7,1,4,4,0,0,0,0
20231009231445,85,4,33,10,0,2,-1,60,0,0,0
20231009231445,85,4,34,10,0,3,-1,60,0,0,0
20231009231474,78,3,33,-1,0,7,-1,0,0,0,-1
20231009231474,76,1,39,-1,0,8,-1,0,0,0,-1
20231009231474,80,4,34,5,0,9,-1,0,0,0,0
20231009231526,46,1,43,-1,0,3,-1,0,0,0,-1
20231009231526,78,1,34,-1,0,4,-1,0,0,0,-1
20231009231556,71,2,26,-1,1,3,3,0,0,0,-1
20231009231580,85,4,33,1,0,2,-1,60,0,0,0
20231009231615,85,4,33,14,0,2,-1,60,0,0,0
20231009231639,65,4,43,4,0,2,-1,0,0,0,0
20231009231649,79,4,34,3,0,4,-1,0,0,0,0
20231009231649,74,4,33,3,0,5,-1,0,0,0,0
20231009231649,79,4,41,2,0,6,-1,0,0,0,0
20231009231662,66,4,33,2,0,4,-1,0,0,0,0
20231009231724,85,4,24,9,1,2,2,0,0,0,0
20231009231758,68,2,24,-1,1,5,5,0,0,0,-1
20231009231758,71,4,24,2,1,6,6,0,0,0,0
20231009231770,80,2,24,-1,1,2,2,60,0,0,-1
20231009231777,85,4,33,2,0,2,-1,60,0,0,0
20231009231795,64,4,39,7,0,6,-1,0,0,0,0
20231009231820,85,2,40,-1,0,6,-1,0,0,0,-1
20231009231820,85,1,43,-1,0,7,-1,0,0,0,-1
20231009231825,80,1,33,-1,0,4,-1,60,0,0,-1
20231009231825,71,3,44,-1,0,5,-1,0,0,0,-1
20231009231867,67,4,26,2,1,2,2,0,0,0,0
20231009231934,85,4,44,5,0,3,-1,60,0,0,0
20231009231941,79,4,33,5,0,3,-1,0,0,0,0
20231009231977,57,4,37,30,0,2,-1,0,0,0,0
20231009231977,75,3,43,-1,0,3,-1,0,0,0,-1
20231009231990,85,4,48,2,0,2,-1,60,0,0,0
20231009231992,78,4,44,2,0,3,-1,0,0,0,0
20231009231992,70,4,44,2,0,4,-1,0,0,0,0
20231009232002,85,3,33,-1,0,3,-1,60,0,0,-1
20231009232008,85,4,33,2,0,2,-1,60,0,0,0
20231009232030,85,4,34,4,0,3,-1,60,0,0,0
20231009232030,71,4,20,6,1,2,2,0,0,0,0
20231009232047,85,4,24,10,1,2,2,0,0,0,0
20231009232055,65,4,43,2,0,2,-1,0,0,0,0
20231009232085,74,2,43,-1,0,3,-1,0,0,0,-1
20231009232088,76,1,24,-1,1,2,2,0,0,0,-1
20231009232106,85,4,56,2,0,3,-1,60,0,0,0
20231009232106,78,4,56,2,0,4,-1,0,0,0,0
20231009232116,80,1,44,-1,0,3,-1,0,0,0,-1
20231009232122,68,4,20,10,1,2,2,0,0,0,0
20231009232170,79,4,49,2,0,3,-1,0,0,0,0
20231009232170,80,4,20,3,1,2,2,0,0,0,0
20231009232185,76,1,24,-1,1,5,5,0,0,0,-1
20231009232204,80,3,43,-1,0,2,-1,0,0,0,-1
20231009232204,80,3,43,-1,0,3,-1,0,0,0,-1
20231009232204,80,3,43,-1,0,4,-1,0,0,0,-1
20231009232204,80,3,43,-1,0,5,-1,0,0,0,-1
20231009232217,85,4,47,6,0,3,-1,0,0,0,0
20231009232217,85,4,48,3,0,4,-1,60,0,0,0
20231009232226,79,2,33,-1,0,3,-1,0,0,0,-1
20231009232226,80,2,34,-1,0,4,-1,60,0,0,-1
20231009232231,85,4,56,10,0,3,-1,60,0,0,0
20231009232235,80,3,47,-1,0,4,-1,0,0,0,-1
20231009232239,85,2,33,-1,0,3,-1,60,0,0,-1
20231009232239,64,4,20,2,1,2,2,0,0,0,0
20231009232241,85,4,33,5,0,3,-1,60,0,0,0
20231009232241,80,4,56,5,0,4,-1,0,0,0,0
20231009232271,72,3,20,-1,1,2,2,0,0,0,-1
20231009232317,85,4,33,8,0,2,-1,60,0,0,0
20231010230096,85,4,24,2,1,2,2,0,0,0,0
20231010230137,52,3,47,-1,0,9,-1,0,0,0,-1
20231010230289,76,4,47,2,0,4,-1,0,0,0,0
20231010230708,85,3,43,-1,0,4,-1,60,0,0,-1
20231010230743,75,4,33,5,0,2,-1,0,0,0,0
20231010230749,85,2,33,-1,0,2,-1,60,0,0,-1
20231010230926,85,4,42,5,0,4,-1,60,0,0,0
20231010230926,85,4,24,2,1,3,3,0,0,0,0
20231010230956,80,1,49,-1,0,5,-1,60,0,0,-1
20231010230956,58,4,44,4,0,6,-1,0,0,0,0
20231010230960,67,3,41,-1,0,2,-1,0,0,0,-1
20231010230973,71,1,43,-1,0,2,-1,0,0,0,-1
20231010231110,85,4,44,2,0,2,-1,60,0,0,0
20231010231115,74,4,43,4,0,3,-1,0,0,0,0
20231010231279,75,2,20,-1,1,2,2,0,0,0,-1
20231010231282,80,4,33,3,0,3,-1,60,0,0,0
20231010231390,77,1,41,-1,0,3,-1,0,0,0,-1
20231010231390,80,1,49,-1,0,4,-1,60,0,0,-1
20231010231390,74,1,49,-1,0,5,-1,0,0,0,-1
20231010231460,85,3,44,-1,0,3,-1,60,0,0,-1
20231010231461,72,4,34,2,0,5,-1,0,0,0,0
20231010231461,20,1,22,-1,1,3,3,0,0,0,-1
20231010231466,75,4,49,4,0,5,-1,0,0,0,0
20231010231468,71,2,40,-1,0,2,-1,0,0,0,-1
20231010231505,85,4,44,9,0,3,-1,60,0,0,0
20231010231557,62,4,20,7,1,2,2,0,0,0,0
20231010231590,79,3,40,-1,0,3,-1,0,0,0,-1
20231010231770,67,4,44,5,0,2,-1,0,0,0,0
20231010231770,65,4,44,7,0,3,-1,42,0,0,0
20231010231841,79,4,20,4,1,2,2,0,0,0,0
20231010231909,85,4,33,10,0,3,-1,60,0,0,0
20231010231909,72,2,56,-1,0,4,-1,0,0,0,-1
20231010231925,64,4,43,3,0,2,-1,0,0,0,0
20231010231996,74,4,24,5,1,2,2,0,0,0,0
20231010232285,80,4,33,1,0,3,-1,60,0,0,0
20231010232333,72,4,44,2,0,5,-1,0,0,0,42
20231109230097,71,4,33,30,0,2,-1,0,0,0,0
20231109230266,85,4,47,6,0,5,-1,60,0,0,0
20231109230586,85,4,33,20,0,2,-1,60,0,0,0
20231109230598,69,4,20,10,1,2,2,0,0,0,0
20231109230598,85,4,24,5,1,4,4,0,0,0,0
20231109230701,66,4,20,2,1,2,2,0,0,0,0
20231109230761,70,4,44,3,0,7,-1,0,0,0,42
20231109230761,85,4,44,2,0,8,-1,0,0,0,0
20231109230761,70,4,44,3,0,9,-1,0,0,0,42
20231109230761,68,4,44,3,0,10,-1,0,0,0,42
20231109230833,75,2,38,-1,0,3,-1,0,0,0,-1
20231109230886,85,4,33,2,0,5,-1,0,0,0,0
20231109230910,79,4,44,14,0,4,-1,0,0,0,0
20231109230927,85,1,43,-1,0,2,-1,60,0,0,-1
20231109230927,79,3,43,-1,0,3,-1,0,0,0,-1
20231109230927,74,4,43,5,0,4,-1,0,0,0,0
20231109230927,73,2,43,-1,0,5,-1,0,0,0,-1
20231109230953,35,4,49,35,0,2,-1,0,0,0,0
20231109230966,73,4,20,5,1,2,2,0,0,0,0
20231109230991,80,1,43,-1,0,3,-1,60,0,0,-1
20231109231018,85,1,41,-1,0,3,-1,0,0,0,-1
20231109231304,80,1,34,-1,0,3,-1,60,0,0,-1
20231109231348,71,3,20,-1,1,2,2,0,0,0,-1
20231109231350,75,4,47,4,0,2,-1,0,0,0,0
20231109231446,85,4,24,3,1,2,2,0,0,0,0
20231109231446,80,4,24,3,1,3,3,0,0,0,0
20231109231484,85,4,33,5,0,4,-1,0,0,0,0
20231109231518,85,4,33,4,0,3,-1,60,0,0,0
20231109231553,85,4,39,6,0,3,-1,60,0,0,0
20231109231638,85,2,49,-1,0,3,-1,60,0,0,-1
20231109231727,75,1,24,-1,1,3,3,0,0,0,-1
20231109231791,75,4,49,2,0,4,-1,0,0,0,0
20231109231791,74,4,20,4,1,2,2,0,0,0,0
20231109232155,85,1,40,-1,0,4,-1,60,0,0,-1
20231109232198,65,4,26,2,1,5,5,0,0,0,0
20231109232198,62,4,26,2,1,6,6,0,0,0,0
20231110230303,72,1,47,-1,0,5,-1,0,0,0,-1
20231110230526,66,4,24,2,1,2,2,0,0,0,0
20231110230548,61,2,24,-1,1,2,2,0,0,0,-1
20231110230557,66,4,24,5,1,2,2,0,0,0,0
20231110230567,80,1,38,-1,0,3,-1,0,0,0,-1
20231110230575,68,1,44,-1,0,2,-1,42,0,0,-1
20231110230575,72,1,44,-1,0,3,-1,42,0,0,-1
20231110230575,53,1,44,-1,0,4,-1,42,0,0,-1
20231110230575,85,1,44,-1,0,5,-1,61,0,0,-1
20231110230575,70,1,44,-1,0,6,-1,42,0,0,-1
20231110230578,55,4,49,55,0,3,-1,0,0,0,0
20231110230584,80,4,47,2,0,2,-1,60,0,0,42
20231110230599,85,2,20,-1,1,2,2,60,0,0,-1
20231110230687,54,1,56,-1,0,2,-1,0,0,0,-1
20231110230718,77,4,24,8,1,2,2,0,0,0,0
20231110230720,80,4,43,2,0,3,-1,60,0,0,0
20231110230720,85,1,43,-1,0,4,-1,0,0,0,-1
20231110230720,85,3,43,-1,0,5,-1,0,0,0,-1
20231110230720,79,3,43,-1,0,6,-1,0,0,0,-1
20231110230722,63,4,33,2,0,7,-1,0,0,0,0
20231110230722,80,4,44,1,0,8,-1,0,0,0,0
20231110230742,74,4,24,2,1,2,2,0,0,0,0
20231110230825,66,1,20,-1,1,2,2,0,0,0,-1
20231110230857,58,1,33,-1,0,3,-1,0,0,0,-1
20231110230867,65,4,37,2,0,5,-1,0,0,0,0
20231110230888,79,4,33,5,0,7,-1,0,0,0,0
20231110230888,80,4,34,5,0,8,-1,60,0,0,0
20231110230942,85,4,38,3,0,3,-1,60,0,0,0
20231110230951,85,2,33,-1,0,3,-1,60,0,0,-1
20231110230970,75,3,47,-1,0,4,-1,0,0,0,-1
20231110230975,78,4,20,4,1,2,2,0,0,0,0
20231110230992,70,1,33,-1,0,3,-1,0,0,0,-1
20231110230993,85,4,33,10,0,3,-1,60,0,0,0
20231110231021,73,2,39,-1,0,3,-1,0,0,0,-1
20231110231036,80,4,33,2,0,2,-1,60,0,0,0
20231110231037,85,4,33,6,0,3,-1,60,0,0,0
20231110231037,85,2,34,-1,0,4,-1,60,0,0,-1
20231110231045,67,4,20,2,1,2,2,0,0,0,0
20231110231046,85,4,34,9,0,3,-1,60,0,0,0
20231110231065,59,4,24,15,1,3,3,0,0,0,0
20231110231069,75,4,20,4,1,2,2,0,0,0,0
20231110231100,80,3,33,-1,0,3,-1,60,0,0,-1
20231110231100,85,3,41,-1,0,4,-1,60,0,0,-1
20231110231102,78,2,49,-1,0,4,-1,0,0,0,-1
20231110231181,80,4,33,3,0,7,-1,0,0,0,0
20231110231209,85,4,33,6,0,3,-1,60,0,0,42
20231110231232,85,4,43,2,0,2,-1,60,0,0,0
20231110231235,85,4,24,5,1,4,4,0,0,0,0
20231110231271,62,4,33,1,0,5,-1,0,0,0,0
20231110231271,63,4,34,1,0,6,-1,0,0,0,0
20231110231271,55,2,39,-1,0,7,-1,0,0,0,-1
20231110231306,71,3,44,-1,0,2,-1,42,0,0,-1
20231110231314,77,4,41,4,0,4,-1,0,0,0,0
20231110231323,80,4,47,2,0,4,-1,60,0,0,0
20231110231336,85,2,39,-1,0,3,-1,60,0,0,-1
20231110231354,85,4,49,2,0,2,-1,60,0,0,0
20231110231354,80,4,43,4,0,3,-1,0,43,0,42
20231110231370,75,4,33,5,0,4,-1,0,0,0,0
20231110231391,85,4,47,8,0,3,-1,60,0,0,0
20231110231391,70,4,33,4,0,4,-1,0,0,0,0
20231110231407,80,2,35,-1,0,2,-1,60,0,0,-1
20231110231562,80,1,56,-1,0,3,-1,60,0,0,-1
20231110231562,67,1,43,-1,0,4,-1,0,0,0,-1
20231110231573,70,3,43,-1,0,3,-1,0,0,0,-1
20231110231573,62,4,25,10,1,2,2,0,0,0,0
20231110231617,74,4,24,3,1,6,6,0,0,0,0
20231110231660,85,4,39,10,0,5,-1,60,0,0,0
20231110231675,80,4,24,5,1,3,3,60,0,0,0
20231110231705,77,3,39,-1,0,5,-1,0,0,0,-1
20231110231714,80,4,47,20,0,6,-1,60,0,0,0
20231110231714,63,4,41,5,0,7,-1,0,0,0,0
20231110231714,73,3,43,-1,0,8,-1,0,0,0,-1
20231110231717,76,4,33,2,0,2,-1,0,0,0,0
20231110231717,80,4,34,10,0,3,-1,0,0,0,0
20231110231744,80,4,47,2,0,4,-1,0,0,0,0
20231110231744,85,4,48,3,0,5,-1,0,0,0,0
20231110231759,65,1,37,-1,0,2,-1,0,0,0,-1
20231110231795,75,4,34,2,0,5,-1,0,0,0,0
20231110231795,73,4,33,2,0,6,-1,0,0,0,0
20231110231796,85,2,47,-1,0,2,-1,60,0,0,-1
20231110231796,65,2,34,-1,0,3,-1,0,0,0,-1
20231110231812,85,4,39,2,0,3,-1,60,0,0,0
20231110231812,85,4,40,2,0,4,-1,60,0,0,0
20231110231826,78,1,40,-1,0,3,-1,0,0,0,-1
20231110231855,55,4,33,5,0,5,-1,0,0,0,0
20231110231938,80,4,44,4,0,2,-1,60,0,0,0
20231110231938,78,4,38,3,0,3,-1,0,0,0,42
20231110231938,75,4,43,30,0,4,-1,0,0,0,0
20231110231953,79,4,20,5,1,2,2,0,0,0,0
20231110231960,80,1,44,-1,0,3,-1,0,0,0,-1
20231110231960,80,1,44,-1,0,4,-1,0,0,0,-1
20231110232001,85,4,43,4,0,3,-1,60,0,0,0
